name,pokedexNumber,image,generation,evolutionStage,evolved,familyID,crossGen,type1,type2,weather1,weather2,statTotal,atk,def,sta,legendary,aquireable,spawns,regional,raidable,hatchable,shiny,nest,new,notGettable,futureEvolve,cp40,cp39
Primarina,730,https://cdn.traction.one/pokedex/pokemon/730.png,7,Evolved,0,,0,water,fairy,Rainy,Cloudy,607,232,215,160,0,0,0,0,0,0,0,0,0,0,0,3095,3050
Pikipek,731,https://cdn.traction.one/pokedex/pokemon/731.png,7,,0,,0,normal,flying,Partly cloudy,Windy,265,136,59,70,0,0,0,0,0,0,0,0,0,0,0,747,737
Trumbeak,732,https://cdn.traction.one/pokedex/pokemon/732.png,7,,0,,0,normal,flying,Partly cloudy,Windy,369,159,100,110,0,0,0,0,0,0,0,0,0,0,0,1302,1284
Toucannon,733,https://cdn.traction.one/pokedex/pokemon/733.png,7,,0,,0,normal,flying,Partly cloudy,Windy,528,222,146,160,0,0,0,0,0,0,0,0,0,0,0,2484,2449
Yungoos,734,https://cdn.traction.one/pokedex/pokemon/734.png,7,,0,,0,normal,,Partly cloudy,,274,122,56,96,0,0,0,0,0,0,0,0,0,0,0,759,748
Gumshoos,735,https://cdn.traction.one/pokedex/pokemon/735.png,7,,0,,0,normal,,Partly cloudy,,483,194,113,176,0,0,0,0,0,0,0,0,0,0,0,2041,2011
Grubbin,736,https://cdn.traction.one/pokedex/pokemon/736.png,7,,0,,0,bug,,Rainy,,294,115,85,94,0,0,0,0,0,0,0,0,0,0,0,847,835
Charjabug,737,https://cdn.traction.one/pokedex/pokemon/737.png,7,,0,,0,bug,electric,Rainy,,430,145,171,114,0,0,0,0,0,0,0,0,0,0,0,1547,1525
Vikavolt,738,https://cdn.traction.one/pokedex/pokemon/738.png,7,Evolved,0,,0,bug,electric,Rainy,,573,254,165,154,0,0,0,0,0,0,0,0,0,0,0,2930,2888
Crabrawler,739,https://cdn.traction.one/pokedex/pokemon/739.png,7,,0,,0,fighting,,Cloudy,,353,150,109,94,0,0,0,0,0,0,0,0,0,0,0,1198,1180
Crabominable,740,https://cdn.traction.one/pokedex/pokemon/740.png,7,Evolved,0,,0,fighting,ice,Cloudy,Snow,567,231,142,194,0,0,0,0,0,0,0,0,0,0,0,2783,2743
Oricorio,741,https://cdn.traction.one/pokedex/pokemon/741.png,7,,0,,0,fire,flying,Sunny/clear,Windy,491,196,145,150,0,0,0,0,0,0,0,0,0,0,0,2141,2110
Cutiefly,742,https://cdn.traction.one/pokedex/pokemon/742.png,7,,0,,0,bug,fairy,Rainy,Cloudy,271,110,81,80,0,0,0,0,0,0,0,0,0,0,0,745,734
Ribombee,743,https://cdn.traction.one/pokedex/pokemon/743.png,7,,0,,0,bug,fairy,Rainy,Cloudy,470,198,152,120,0,0,0,0,0,0,0,0,0,0,0,1997,1968
Rockruff,744,https://cdn.traction.one/pokedex/pokemon/744.png,7,,0,,0,rock,,Partly cloudy,,285,117,78,90,0,0,0,0,0,0,0,0,0,0,0,814,803
Lycanroc,745,https://cdn.traction.one/pokedex/pokemon/745.png,7,,0,,0,rock,,Partly cloudy,,521,231,140,150,0,0,0,0,0,0,0,0,0,0,0,2457,2422
Wishiwashi,746,https://cdn.traction.one/pokedex/pokemon/746.png,7,,0,,0,water,,Rainy,,182,46,46,90,0,0,0,0,0,0,0,0,0,0,0,304,300
Mareanie,747,https://cdn.traction.one/pokedex/pokemon/747.png,7,,0,,0,poison,water,Cloudy,Rainy,313,98,115,100,0,0,0,0,0,0,0,0,0,0,0,862,850
Toxapex,748,https://cdn.traction.one/pokedex/pokemon/748.png,7,,0,,0,poison,water,Cloudy,Rainy,492,114,278,100,0,0,0,0,0,0,0,0,0,0,0,1478,1457
Mudbray,749,https://cdn.traction.one/pokedex/pokemon/749.png,7,,0,,0,ground,,Sunny/clear,,443,175,128,140,0,0,0,0,0,0,0,0,0,0,0,1766,1741
Mudsdale,750,https://cdn.traction.one/pokedex/pokemon/750.png,7,Evolved,0,,0,ground,,Sunny/clear,,594,214,180,200,0,0,0,0,0,0,0,0,0,0,0,2928,2886
Dewpider,751,https://cdn.traction.one/pokedex/pokemon/751.png,7,,0,,0,water,bug,Rainy,,274,72,126,76,0,0,0,0,0,0,0,0,0,0,0,615,606
Araquanid,752,https://cdn.traction.one/pokedex/pokemon/752.png,7,,0,,0,water,bug,Rainy,,499,126,237,136,0,0,0,0,0,0,0,0,0,0,0,1717,1693
Fomantis,753,https://cdn.traction.one/pokedex/pokemon/753.png,7,,0,,0,grass,,Sunny/clear,,244,100,64,80,0,0,0,0,0,0,0,0,0,0,0,622,613
Lurantis,754,https://cdn.traction.one/pokedex/pokemon/754.png,7,,0,,0,grass,,Sunny/clear,,501,192,169,140,0,0,0,0,0,0,0,0,0,0,0,2183,2152
Morelull,755,https://cdn.traction.one/pokedex/pokemon/755.png,7,,0,,0,grass,fairy,Sunny/clear,Cloudy,316,108,128,80,0,0,0,0,0,0,0,0,0,0,0,895,882
Shiinotic,756,https://cdn.traction.one/pokedex/pokemon/756.png,7,,0,,0,grass,fairy,Sunny/clear,Cloudy,451,154,177,120,0,0,0,0,0,0,0,0,0,0,0,1699,1675
Salandit,757,https://cdn.traction.one/pokedex/pokemon/757.png,7,,0,,0,poison,fire,Cloudy,Sunny/clear,312,136,80,96,0,0,0,0,0,0,0,0,0,0,0,968,954
Salazzle,758,https://cdn.traction.one/pokedex/pokemon/758.png,7,,0,,0,poison,fire,Cloudy,Sunny/clear,494,228,130,136,0,0,0,0,0,0,0,0,0,0,0,2245,2213
Stufful,759,https://cdn.traction.one/pokedex/pokemon/759.png,7,,0,,0,normal,fighting,Partly cloudy,Cloudy,371,136,95,140,0,0,0,0,0,0,0,0,0,0,0,1231,1213
Bewear,760,https://cdn.traction.one/pokedex/pokemon/760.png,7,Lower,0,,0,normal,fighting,Partly cloudy,Cloudy,616,226,150,240,0,0,0,0,0,0,0,0,0,0,0,3087,3043
Bounsweet,761,https://cdn.traction.one/pokedex/pokemon/761.png,7,,0,,0,grass,,Sunny/clear,,208,55,69,84,0,0,0,0,0,0,0,0,0,0,0,398,393
Steenee,762,https://cdn.traction.one/pokedex/pokemon/762.png,7,,0,,0,grass,,Sunny/clear,,276,78,94,104,0,0,0,0,0,0,0,0,0,0,0,661,652
Tsareena,763,https://cdn.traction.one/pokedex/pokemon/763.png,7,Lower,0,,0,grass,,Sunny/clear,,561,222,195,144,0,0,0,0,0,0,0,0,0,0,0,2704,2666
Comfey,764,https://cdn.traction.one/pokedex/pokemon/764.png,7,,0,,0,fairy,,Cloudy,,493,165,226,102,0,0,0,0,0,0,0,0,0,0,0,1887,1860
Oranguru,765,https://cdn.traction.one/pokedex/pokemon/765.png,7,Evolved,0,,0,normal,psychic,Partly cloudy,Windy,555,168,207,180,0,0,0,0,0,0,0,0,0,0,0,2378,2344
Passimian,766,https://cdn.traction.one/pokedex/pokemon/766.png,7,Evolved,0,,0,fighting,,Cloudy,,597,222,175,200,0,0,0,0,0,0,0,0,0,0,0,2991,2949
Wimpod,767,https://cdn.traction.one/pokedex/pokemon/767.png,7,,0,,0,bug,water,Rainy,,196,67,79,50,0,0,0,0,0,0,0,0,0,0,0,400,394
Golisopod,768,https://cdn.traction.one/pokedex/pokemon/768.png,7,Evolved,0,,0,bug,water,Rainy,,617,218,249,150,0,0,0,0,0,0,0,0,0,0,0,3037,2993
Sandygast,769,https://cdn.traction.one/pokedex/pokemon/769.png,7,,0,,0,ghost,ground,Fog,Sunny/clear,363,120,133,110,0,0,0,0,0,0,0,0,0,0,0,1146,1130
Palossand,770,https://cdn.traction.one/pokedex/pokemon/770.png,7,Evolved,0,,0,ghost,ground,Fog,Sunny/clear,542,178,194,170,0,0,0,0,0,0,0,0,0,0,0,2370,2336
Pyukumuku,771,https://cdn.traction.one/pokedex/pokemon/771.png,7,,0,,0,water,,Rainy,,431,97,224,110,0,0,0,0,0,0,0,0,0,0,0,1209,1191
Type: Null,772,https://cdn.traction.one/pokedex/pokemon/772.png,7,Evolved,0,,0,normal,,Partly cloudy,,558,184,184,190,0,0,0,0,0,0,0,0,0,0,0,2510,2474
Silvally,773,https://cdn.traction.one/pokedex/pokemon/773.png,7,Evolved,0,,0,normal,,Partly cloudy,,586,198,198,190,0,0,0,0,0,0,0,0,0,0,0,2779,2740
Minior,774,https://cdn.traction.one/pokedex/pokemon/774.png,7,,0,,0,rock,flying,Partly cloudy,Windy,430,116,194,120,0,0,0,0,0,0,0,0,0,0,0,1374,1354
Komala,775,https://cdn.traction.one/pokedex/pokemon/775.png,7,,0,,0,normal,,Partly cloudy,,525,216,179,130,0,0,0,0,0,0,0,0,0,0,0,2419,2385
Turtonator,776,https://cdn.traction.one/pokedex/pokemon/776.png,7,,0,,0,fire,dragon,Sunny/clear,Windy,523,165,238,120,0,0,0,0,0,0,0,0,0,0,0,2077,2048
Togedemaru,777,https://cdn.traction.one/pokedex/pokemon/777.png,7,,0,,0,electric,steel,Rainy,Snow,470,190,150,130,0,0,0,0,0,0,0,0,0,0,0,1980,1952
Mimikyu,778,https://cdn.traction.one/pokedex/pokemon/778.png,7,,0,,0,ghost,fairy,Fog,Cloudy,500,177,213,110,0,0,0,0,0,0,0,0,0,0,0,2024,1995
Bruxish,779,https://cdn.traction.one/pokedex/pokemon/779.png,7,,0,,0,water,psychic,Rainy,Windy,489,208,145,136,0,0,0,0,0,0,0,0,0,0,0,2164,2133
Drampa,780,https://cdn.traction.one/pokedex/pokemon/780.png,7,Evolved,0,,0,normal,dragon,Partly cloudy,Windy,554,231,167,156,0,0,0,0,0,0,0,0,0,0,0,2710,2671
Dhelmise,781,https://cdn.traction.one/pokedex/pokemon/781.png,7,Evolved,0,,0,ghost,grass,Fog,Sunny/clear,557,233,184,140,0,0,0,0,0,0,0,0,0,0,0,2720,2681
Jangmo-O,782,https://cdn.traction.one/pokedex/pokemon/782.png,7,,0,,0,dragon,,Windy,,310,102,118,90,0,0,0,0,0,0,0,0,0,0,0,863,851
Hakamo-O,783,https://cdn.traction.one/pokedex/pokemon/783.png,7,,0,,0,dragon,fighting,Windy,Cloudy,427,145,172,110,0,0,0,0,0,0,0,0,0,0,0,1527,1506
Kommo-O,784,https://cdn.traction.one/pokedex/pokemon/784.png,7,Lower,0,,0,dragon,fighting,Windy,Cloudy,622,222,250,150,0,0,0,0,0,0,0,0,0,0,0,3095,3051
Tapu Koko,785,https://cdn.traction.one/pokedex/pokemon/785.png,7,Evolved,0,,0,electric,fairy,Rainy,Cloudy,576,250,186,140,1,0,0,0,0,0,0,0,0,0,0,2921,2879
Tapu Lele,786,https://cdn.traction.one/pokedex/pokemon/786.png,7,Lower,0,,0,psychic,fairy,Windy,Cloudy,628,259,229,140,1,0,0,0,0,0,0,0,0,0,0,3328,3280
Tapu Bulu,787,https://cdn.traction.one/pokedex/pokemon/787.png,7,Evolved,0,,0,grass,fairy,Sunny/clear,Cloudy,614,249,225,140,1,0,0,0,0,0,0,0,0,0,0,3180,3134
Tapu Fini,788,https://cdn.traction.one/pokedex/pokemon/788.png,7,Evolved,0,,0,water,fairy,Rainy,Cloudy,590,189,261,140,1,0,0,0,0,0,0,0,0,0,0,2635,2597
Cosmog,789,https://cdn.traction.one/pokedex/pokemon/789.png,7,,0,,0,psychic,,Windy,,197,54,57,86,0,0,0,0,0,0,0,0,0,0,0,367,362
Cosmoem,790,https://cdn.traction.one/pokedex/pokemon/790.png,7,,0,,0,psychic,,Windy,,382,54,242,86,0,0,0,0,0,0,0,0,0,0,0,694,684
Solgaleo,791,https://cdn.traction.one/pokedex/pokemon/791.png,7,Evolved,0,,0,psychic,steel,Windy,Snow,773,280,219,274,1,0,0,0,0,0,0,0,0,0,0,4791,4722
Lunala,792,https://cdn.traction.one/pokedex/pokemon/792.png,7,Lower,0,,0,psychic,ghost,Windy,Fog,773,280,219,274,1,0,0,0,0,0,0,0,0,0,0,4791,4722
Nihilego,793,https://cdn.traction.one/pokedex/pokemon/793.png,7,Lower,0,,0,rock,poison,Partly cloudy,Cloudy,721,249,254,218,1,0,0,0,0,0,0,0,0,0,0,4128,4069
Buzzwole,794,https://cdn.traction.one/pokedex/pokemon/794.png,7,Evolved,0,,0,bug,fighting,Rainy,Cloudy,732,259,259,214,1,0,0,0,0,0,0,0,0,0,0,4286,4225
Pheromosa,795,https://cdn.traction.one/pokedex/pokemon/795.png,7,Evolved,0,,0,bug,fighting,Rainy,Cloudy,543,316,85,142,1,0,0,0,0,0,0,0,0,0,0,2590,2553
Xurkitree,796,https://cdn.traction.one/pokedex/pokemon/796.png,7,Lower,0,,0,electric,,Rainy,,640,330,144,166,1,0,0,0,0,0,0,0,0,0,0,3655,3603
Celesteela,797,https://cdn.traction.one/pokedex/pokemon/797.png,7,Evolved,0,,0,steel,flying,Snow,Windy,601,207,200,194,1,0,0,0,0,0,0,0,0,0,0,2939,2897
Kartana,798,https://cdn.traction.one/pokedex/pokemon/798.png,7,Evolved,0,,0,grass,steel,Sunny/clear,Snow,726,355,253,118,1,0,0,0,0,0,0,0,0,0,0,4362,4300
Guzzlord,799,https://cdn.traction.one/pokedex/pokemon/799.png,7,Lower,0,,0,dark,dragon,Fog,Windy,733,188,99,446,1,0,0,0,0,0,0,0,0,0,0,2906,2865
Necrozma,800,https://cdn.traction.one/pokedex/pokemon/800.png,7,Lower,0,,0,psychic,,Windy,,646,251,201,194,1,0,0,0,0,0,0,0,0,0,0,3529,3479
Magearna,801,https://cdn.traction.one/pokedex/pokemon/801.png,7,Evolved,0,,0,steel,fairy,Snow,Cloudy,631,246,225,160,1,0,0,0,0,0,0,0,0,0,0,3340,3293
